h3_id,total_ubertaxi_rides,total_yellowtaxi_rides,market_potential
892a100d247ffff,73,38,0.34234234234234234
892a100d24bffff,17,23,0.575
892a100d24fffff,51,32,0.3855421686746988
892a100d253ffff,19,17,0.4722222222222222
892a100d257ffff,60,65,0.52
892a100d25bffff,20,19,0.48717948717948717
892a100d263ffff,40,46,0.5348837209302325
892a100d267ffff,56,34,0.37777777777777777
892a100d26bffff,43,21,0.328125
892a100d26fffff,54,32,0.37209302325581395
892a100d273ffff,77,54,0.4122137404580153
892a100d277ffff,61,45,0.42452830188679247
892a100d27bffff,53,24,0.3116883116883117
892a100d283ffff,24,51,0.68
892a100d287ffff,31,52,0.6265060240963856
892a100d28bffff,75,65,0.4642857142857143
892a100d28fffff,38,49,0.5632183908045977
892a100d293ffff,74,80,0.5194805194805194
892a100d297ffff,31,39,0.5571428571428572
892a100d29bffff,68,32,0.32
892a100d2a3ffff,3,10,0.7692307692307693
892a100d2a7ffff,3,2,0.4
892a100d2abffff,25,24,0.4897959183673469
892a100d2afffff,24,18,0.42857142857142855
892a100d2b3ffff,19,27,0.5869565217391305
892a100d2b7ffff,3,3,0.5
892a100d2bbffff,24,36,0.6
892a100d2c3ffff,42,145,0.7754010695187166
892a100d2c7ffff,73,44,0.37606837606837606
892a100d2cbffff,56,103,0.6477987421383647
892a100d2cfffff,60,53,0.4690265486725664
892a100d2d3ffff,77,55,0.4166666666666667
892a100d2d7ffff,56,47,0.4563106796116505
892a100d2dbffff,56,55,0.4954954954954955
892a100d30bffff,13,2,0.13333333333333333
892a100d327ffff,6,2,0.25
892a100d337ffff,17,0,0.0
892a100d343ffff,19,20,0.5128205128205128
892a100d347ffff,33,13,0.2826086956521739
892a100d34bffff,24,20,0.45454545454545453
892a100d34fffff,37,17,0.3148148148148148
892a100d353ffff,35,15,0.3
892a100d357ffff,21,8,0.27586206896551724
892a100d35bffff,37,23,0.38333333333333336
892a100d363ffff,3,0,0.0
892a100d367ffff,1,0,0.0
892a100d36bffff,24,4,0.14285714285714285
892a100d36fffff,7,1,0.125
892a100d373ffff,10,4,0.2857142857142857
892a100d377ffff,0,2,1.0
892a100d37bffff,29,14,0.32558139534883723
892a100d397ffff,10,0,0.0
892a100d3a3ffff,8,0,0.0
892a100d3a7ffff,10,3,0.23076923076923078
892a100d3afffff,24,1,0.04
892a100d3b3ffff,1,0,0.0
892a100d3b7ffff,26,2,0.07142857142857142
892a100d3c3ffff,14,4,0.2222222222222222
892a100d3cbffff,16,7,0.30434782608695654
892a100d3cfffff,11,12,0.5217391304347826
892a100d3dbffff,24,9,0.2727272727272727
892a100d41bffff,1,0,0.0
892a100d443ffff,18,34,0.6538461538461539
892a100d44bffff,15,24,0.6153846153846154
892a100d44fffff,3,5,0.625
892a100d453ffff,28,36,0.5625
892a100d45bffff,18,50,0.7352941176470589
892a100d473ffff,1,0,0.0
892a100d47bffff,1,0,0.0
892a100d4c3ffff,1,1,0.5
892a100d4cbffff,16,30,0.6521739130434783
892a100d4cfffff,1,0,0.0
892a100d4d3ffff,1,1,0.5
892a100d4dbffff,24,28,0.5384615384615384
892a100d603ffff,140,83,0.3721973094170404
892a100d607ffff,153,123,6.15
892a100d60bffff,122,63,0.34054054054054056
892a100d60fffff,141,85,0.37610619469026546
892a100d613ffff,131,77,0.3701923076923077
892a100d617ffff,79,89,0.5297619047619048
892a100d61bffff,138,92,0.4
892a100d623ffff,49,49,0.5
892a100d627ffff,6,11,0.6470588235294118
892a100d62bffff,68,90,0.569620253164557
892a100d62fffff,50,50,0.5
892a100d633ffff,62,52,0.45614035087719296
892a100d637ffff,17,15,0.46875
892a100d63bffff,115,101,0.4675925925925926
892a100d643ffff,76,60,0.4411764705882353
892a100d647ffff,89,83,0.48255813953488375
892a100d64bffff,21,37,0.6379310344827587
892a100d64fffff,62,87,0.5838926174496645
892a100d653ffff,48,77,0.616
892a100d657ffff,95,90,0.4864864864864865
892a100d65bffff,20,27,0.574468085106383
892a100d663ffff,144,59,0.29064039408866993
892a100d667ffff,90,107,0.5431472081218274
892a100d66bffff,148,66,0.308411214953271
892a100d66fffff,83,36,0.3025210084033613
892a100d673ffff,82,44,0.3492063492063492
892a100d677ffff,133,80,0.3755868544600939
892a100d67bffff,101,53,0.34415584415584416
892a100d683ffff,32,51,0.6144578313253012
892a100d687ffff,27,19,0.41304347826086957
892a100d68bffff,49,48,0.4948453608247423
892a100d68fffff,39,69,0.6388888888888888
892a100d693ffff,29,47,0.618421052631579
892a100d697ffff,34,31,0.47692307692307695
892a100d69bffff,43,43,0.5
892a100d6a3ffff,32,29,0.47540983606557374
892a100d6a7ffff,2,9,0.8181818181818182
892a100d6abffff,57,55,0.49107142857142855
892a100d6afffff,27,33,0.55
892a100d6b3ffff,20,36,0.6428571428571429
892a100d6b7ffff,5,7,0.5833333333333334
892a100d6bbffff,31,36,0.5373134328358209
892a100d6c7ffff,14,7,0.3333333333333333
892a100d6cbffff,23,17,0.425
892a100d6cfffff,47,41,0.4659090909090909
892a100d6d7ffff,5,3,0.375
892a100d6dbffff,4,4,0.5
892a100d80bffff,2,0,0.0
892a100d80fffff,2,0,0.0
892a100d813ffff,3,0,0.0
892a100d817ffff,2,0,0.0
892a100d81bffff,1,0,0.0
892a100d833ffff,4,0,0.0
892a100d837ffff,2,0,0.0
892a100d83bffff,1,0,0.0
892a100d847ffff,4,0,0.0
892a100d84bffff,2,0,0.0
892a100d84fffff,1,2,0.6666666666666666
892a100d853ffff,2,0,0.0
892a100d85bffff,3,0,0.0
892a100d863ffff,2,0,0.0
892a100d867ffff,1,0,0.0
892a100d86bffff,3,0,0.0
892a100d86fffff,4,0,0.0
892a100d873ffff,2,0,0.0
892a100d877ffff,3,0,0.0
892a100d87bffff,6,0,0.0
892a100d883ffff,1,0,0.0
892a100d887ffff,1,0,0.0
892a100d88bffff,1,0,0.0
892a100d88fffff,2,0,0.0
892a100d893ffff,4,0,0.0
892a100d897ffff,1,1,0.5
892a100d89bffff,5,0,0.0
892a100d8afffff,1,0,0.0
892a100d8bbffff,1,0,0.0
892a100d8c3ffff,1,0,0.0
892a100d8c7ffff,1,0,0.0
892a100d8cbffff,3,0,0.0
892a100d8cfffff,6,0,0.0
892a100d8d3ffff,1,0,0.0
892a100d8d7ffff,3,0,0.0
892a100d90bffff,1,0,0.0
892a100d923ffff,1,0,0.0
892a100d92fffff,1,0,0.0
892a100d933ffff,1,0,0.0
892a100d943ffff,1,0,0.0
892a100d94bffff,1,0,0.0
892a100d967ffff,1,0,0.0
892a100d96fffff,2,0,0.0
892a100d97bffff,2,0,0.0
892a100d993ffff,1,0,0.0
892a100d99bffff,1,0,0.0
892a100d9cbffff,1,0,0.0
892a100d9cfffff,2,0,0.0
892a100d9dbffff,3,1,0.25
892a100da03ffff,5,0,0.0
892a100da07ffff,3,0,0.0
892a100da0bffff,14,1,0.06666666666666667
892a100da0fffff,5,1,0.16666666666666666
892a100da13ffff,8,1,0.1111111111111111
892a100da17ffff,3,0,0.0
892a100da1bffff,7,4,0.36363636363636365
892a100da23ffff,8,0,0.0
892a100da27ffff,5,0,0.0
892a100da2bffff,6,2,0.25
892a100da2fffff,2,0,0.0
892a100da33ffff,1,0,0.0
892a100da37ffff,4,0,0.0
892a100da43ffff,3,5,0.625
892a100da47ffff,2,3,0.6
892a100da4bffff,14,0,0.0
892a100da4fffff,3,0,0.0
892a100da53ffff,2,0,0.0
892a100da57ffff,6,0,0.0
892a100da5bffff,12,4,0.25
892a100da63ffff,7,0,0.0
892a100da67ffff,1,1,0.5
892a100da6fffff,7,1,0.125
892a100da73ffff,25,5,0.16666666666666666
892a100da77ffff,5,3,0.375
892a100da7bffff,4,1,0.2
892a100da87ffff,7,0,0.0
892a100da8bffff,5,0,0.0
892a100da8fffff,3,1,0.25
892a100da93ffff,1,0,0.0
892a100da97ffff,4,0,0.0
892a100da9bffff,8,1,0.1111111111111111
892a100daa3ffff,4,1,0.2
892a100daa7ffff,2,1,0.3333333333333333
892a100daabffff,8,0,0.0
892a100daafffff,6,0,0.0
892a100dab3ffff,6,0,0.0
892a100dab7ffff,1,1,0.5
892a100dabbffff,7,0,0.0
892a100dac3ffff,1,0,0.0
892a100dac7ffff,7,1,0.125
892a100dacfffff,1,0,0.0
892a100dad3ffff,2,0,0.0
892a100dad7ffff,4,0,0.0
892a100dadbffff,5,0,0.0
892a100db0fffff,1,0,0.0
892a100db13ffff,1,0,0.0
892a100db17ffff,2,1,0.3333333333333333
892a100db1bffff,6,0,0.0
892a100db23ffff,2,0,0.0
892a100db27ffff,1,0,0.0
892a100db2fffff,2,0,0.0
892a100db37ffff,1,0,0.0
892a100db3bffff,1,0,0.0
892a100db43ffff,3,1,0.25
892a100db53ffff,2,0,0.0
892a100db57ffff,1,0,0.0
892a100db5bffff,6,0,0.0
892a100db67ffff,1,0,0.0
892a100db83ffff,2,0,0.0
892a100db87ffff,1,0,0.0
892a100db8bffff,1,0,0.0
892a100db8fffff,2,0,0.0
892a100db97ffff,1,0,0.0
892a100db9bffff,1,1,0.5
892a100dba7ffff,2,0,0.0
892a100dbafffff,1,0,0.0
892a100dbb3ffff,1,0,0.0
892a100dbb7ffff,2,0,0.0
892a100dbc3ffff,2,0,0.0
892a100dbc7ffff,3,0,0.0
892a100dbcbffff,3,1,0.25
892a100dbcfffff,1,0,0.0
892a100dbd3ffff,1,0,0.0
892a100dbd7ffff,2,1,0.3333333333333333
892a100dbdbffff,1,0,0.0
892a100dc07ffff,1,0,0.0
892a100dc0bffff,1,0,0.0
892a100dc0fffff,2,2,0.5
892a100dc17ffff,1,0,0.0
892a100dc23ffff,2,0,0.0
892a100dc2bffff,5,0,0.0
892a100dc2fffff,2,0,0.0
892a100dc33ffff,2,0,0.0
892a100dc37ffff,2,0,0.0
892a100dc3bffff,2,1,0.3333333333333333
892a100dc47ffff,4,0,0.0
892a100dc4bffff,4,0,0.0
892a100dc4fffff,4,1,0.2
892a100dc53ffff,1,0,0.0
892a100dc57ffff,1,0,0.0
892a100dc5bffff,3,1,0.25
892a100dc63ffff,1,0,0.0
892a100dc67ffff,1,1,0.5
892a100dc6fffff,1,0,0.0
892a100dc73ffff,4,0,0.0
892a100dc77ffff,2,0,0.0
892a100dc7bffff,4,0,0.0
892a100dcabffff,1,0,0.0
892a100dcafffff,4,0,0.0
892a100dcb7ffff,1,0,0.0
892a100dd03ffff,1,0,0.0
892a100dd07ffff,2,0,0.0
892a100dd0bffff,2,0,0.0
892a100dd17ffff,1,0,0.0
892a100dd23ffff,1,0,0.0
892a100dd2bffff,1,0,0.0
892a100dd2fffff,1,0,0.0
892a100dd3bffff,1,0,0.0
892a100dd43ffff,1,0,0.0
892a100dd4bffff,1,0,0.0
892a100dd53ffff,1,0,0.0
892a100dd67ffff,1,0,0.0
892a100dd6bffff,1,0,0.0
892a100dd6fffff,1,0,0.0
892a100dd7bffff,1,0,0.0
892a100dd8fffff,1,0,0.0
892a100ddc7ffff,1,0,0.0
892a100ddcfffff,1,0,0.0
892a100ddd3ffff,1,0,0.0
892a100ddd7ffff,1,0,0.0
892a100dddbffff,1,0,0.0
892a100de03ffff,2,0,0.0
892a100de0bffff,1,0,0.0
892a100de13ffff,5,1,0.16666666666666666
892a100de17ffff,0,1,1.0
892a100de1bffff,0,1,1.0
892a100de27ffff,1,1,0.5
892a100de2bffff,4,0,0.0
892a100de2fffff,0,2,1.0
892a100de3bffff,8,0,0.0
892a100de43ffff,4,0,0.0
892a100de4fffff,1,0,0.0
892a100de53ffff,12,1,0.07692307692307693
892a100de57ffff,5,1,0.16666666666666666
892a100de5bffff,7,0,0.0
892a100de67ffff,1,0,0.0
892a100de6fffff,7,1,0.125
892a100de83ffff,3,2,0.4
892a100de87ffff,3,1,0.25
892a100de8bffff,6,1,0.14285714285714285
892a100de8fffff,8,0,0.0
892a100de93ffff,4,1,0.2
892a100de97ffff,7,4,0.36363636363636365
892a100de9bffff,2,3,0.6
892a100dea7ffff,3,1,0.25
892a100deafffff,3,0,0.0
892a100deb3ffff,4,0,0.0
892a100deb7ffff,1,0,0.0
892a100debbffff,1,0,0.0
892a100dec3ffff,7,6,0.46153846153846156
892a100dec7ffff,6,3,0.3333333333333333
892a100decbffff,13,3,0.1875
892a100decfffff,18,4,0.18181818181818182
892a100ded3ffff,6,2,0.25
892a100ded7ffff,12,1,0.07692307692307693
892a100dedbffff,13,3,0.1875
892a100f24bffff,0,5,1.0
892a100f25bffff,0,1,1.0
892a100f2d7ffff,1,0,0.0
892a1072137ffff,16,1,0.058823529411764705
892a1072183ffff,35,9,0.20454545454545456
892a1072187ffff,70,27,0.27835051546391754
892a1072193ffff,28,9,0.24324324324324326
892a1072197ffff,30,33,0.5238095238095238
892a10721a3ffff,70,33,0.32038834951456313
892a10721a7ffff,69,16,0.18823529411764706
892a10721abffff,15,0,0.0
892a10721afffff,52,7,0.11864406779661017
892a10721b3ffff,107,63,0.37058823529411766
892a10721b7ffff,52,40,0.43478260869565216
892a10721bbffff,40,11,0.21568627450980393
892a1072503ffff,7,11,0.6111111111111112
892a1072507ffff,1,1,0.5
892a107250fffff,0,2,1.0
892a1072513ffff,7,4,0.36363636363636365
892a1072517ffff,32,16,0.3333333333333333
892a1072523ffff,5,2,0.2857142857142857
892a1072527ffff,7,3,0.3
892a107252bffff,63,30,0.3225806451612903
892a107252fffff,51,25,0.32894736842105265
892a1072533ffff,31,14,0.3111111111111111
892a1072537ffff,15,15,0.5
892a107253bffff,4,2,0.3333333333333333
892a1072567ffff,3,0,0.0
892a1072577ffff,1,0,0.0
892a1072583ffff,9,9,0.5
892a1072587ffff,11,8,0.42105263157894735
892a107258bffff,4,2,0.3333333333333333
892a107258fffff,27,12,0.3076923076923077
892a1072593ffff,16,9,0.36
892a1072597ffff,7,21,0.75
892a107259bffff,1,1,0.5
892a10725a3ffff,21,27,0.5625
892a10725a7ffff,59,111,0.6529411764705882
892a10725abffff,14,17,0.5483870967741935
892a10725afffff,25,24,0.4897959183673469
892a10725b3ffff,24,32,0.5714285714285714
892a10725b7ffff,50,74,0.5967741935483871
892a10725bbffff,32,32,0.5
892a1072803ffff,8,10,0.5555555555555556
892a1072807ffff,10,4,0.2857142857142857
892a1072813ffff,34,12,0.2608695652173913
892a1072817ffff,41,20,0.32786885245901637
892a107281bffff,21,8,0.27586206896551724
892a1072883ffff,29,12,0.2926829268292683
892a1072887ffff,59,31,0.34444444444444444
892a107288bffff,41,19,0.31666666666666665
892a107288fffff,78,18,0.1875
892a1072893ffff,36,9,0.2
892a1072897ffff,8,7,0.4666666666666667
892a107289bffff,27,32,0.5423728813559322
892a10728abffff,7,5,0.4166666666666667
892a10728b3ffff,0,1,1.0
892a10728bbffff,44,34,0.4358974358974359
892a10728c3ffff,2,2,0.5
892a10728c7ffff,18,24,0.5714285714285714
892a10728d3ffff,43,31,0.4189189189189189
892a10728d7ffff,10,10,0.5
892a1072903ffff,7,1,0.125
892a1072907ffff,2,2,0.5
892a107290bffff,1,0,0.0
892a107290fffff,5,0,0.0
892a1072913ffff,2,0,0.0
892a1072917ffff,3,1,0.25
892a1072923ffff,5,0,0.0
892a1072927ffff,2,0,0.0
892a107292bffff,0,2,1.0
892a107292fffff,5,0,0.0
892a1072933ffff,4,1,0.2
892a1072937ffff,1,0,0.0
892a107293bffff,3,1,0.25
892a1072963ffff,2,0,0.0
892a1072967ffff,1,0,0.0
892a107296bffff,1,0,0.0
892a107296fffff,5,0,0.0
892a1072977ffff,1,2,0.6666666666666666
892a1072983ffff,8,1,0.1111111111111111
892a1072987ffff,6,2,0.25
892a107298bffff,7,1,0.125
892a107298fffff,7,2,0.2222222222222222
892a1072993ffff,4,3,0.42857142857142855
892a1072997ffff,12,3,0.2
892a107299bffff,11,5,0.3125
892a10729a3ffff,3,0,0.0
892a10729a7ffff,2,0,0.0
892a10729abffff,5,1,0.16666666666666666
892a10729afffff,1,0,0.0
892a10729b3ffff,12,0,0.0
892a10729b7ffff,7,0,0.0
892a10729bbffff,11,2,0.15384615384615385
892a10729d7ffff,7,0,0.0
892a1072c03ffff,82,17,0.1717171717171717
892a1072c07ffff,100,26,0.20634920634920634
892a1072c0bffff,48,37,0.43529411764705883
892a1072c0fffff,93,15,0.1388888888888889
892a1072c13ffff,84,27,0.24324324324324326
892a1072c17ffff,137,55,0.2864583333333333
892a1072c1bffff,75,36,0.32432432432432434
892a1072c23ffff,12,4,0.25
892a1072c27ffff,9,3,0.25
892a1072c2bffff,14,12,0.46153846153846156
892a1072c33ffff,16,10,0.38461538461538464
892a1072c37ffff,5,6,0.5454545454545454
892a1072c3bffff,28,14,0.3333333333333333
892a1072c43ffff,0,1,1.0
892a1072c47ffff,75,8,0.0963855421686747
892a1072c53ffff,5,0,0.0
892a1072c57ffff,63,14,0.18181818181818182
892a1072c63ffff,37,21,0.3620689655172414
892a1072c67ffff,62,32,0.3404255319148936
892a1072c6bffff,34,28,0.45161290322580644
892a1072c6fffff,44,31,0.41333333333333333
892a1072c73ffff,62,38,0.38
892a1072c77ffff,53,21,0.28378378378378377
892a1072c7bffff,13,5,0.2777777777777778
892a1072c83ffff,53,34,0.39080459770114945
892a1072c87ffff,87,30,0.2564102564102564
892a1072c8bffff,34,16,0.32
892a1072c8fffff,94,55,0.3691275167785235
892a1072c93ffff,41,43,0.5119047619047619
892a1072c97ffff,37,40,0.5194805194805194
